"project","day","month","year","tow.id","species","zone","tow.number","crab.number","sex","carapace.width","abdomen.width","chela.height","shell.condition","shell.condition.mossy","gonad.colour","egg.colour","eggs.remaining","tag.number","missing.legs","durometer","weight","comment"
"scs",26,8,2003,"GP224",2526,"12",1,37,2,64.8,43.79,,3," ",,1,4,"","**********",,,""
"scs",26,8,2003,"GP224",2526,"12",1,38,2,58,37.87,,4," ",,3,4,"","*111121*1*",,,""
"scs",26,8,2003,"GP224",2526,"12",1,39,2,72.03,49.35,,3," ",,1,4,"","**********",,,""
"scs",26,8,2003,"GP224",2526,"12",1,40,2,71.54,49.68,,4," ",,1,4,"","**********",,,""
"scs",26,8,2003,"GP224",2526,"12",1,41,2,74.2,52.67,,3," ",,1,4,"","**********",,,""
"scs",26,8,2003,"GP224",2526,"12",1,42,2,70.93,51.12,,3," ",,1,4,"","**********",,,""
"scs",26,8,2003,"GP224",2526,"12",1,43,1,66.81,,14.16,3,"M",,,,"","**********",66,,""
"scs",26,8,2003,"GP224",2526,"12",1,44,1,113.58,,28.07,1," ",,,,"","**********",67,,""
"scs",26,8,2003,"GP224",2526,"12",1,45,1,114.09,,30.64,3,"M",,,,"","**********",86,,""
"scs",26,8,2003,"GP224",2526,"12",1,46,1,97.51,,18.82,1," ",,,,"","**********",67,,""
"scs",26,8,2003,"GP224",2526,"12",1,47,1,101.56,,19.07,1," ",,,,"","**********",53,,""
"scs",26,8,2003,"GP224",2526,"12",1,48,1,104.38,,25.62,1," ",,,,"","**********",65,,""
"scs",26,8,2003,"GP224",2526,"12",1,49,1,106.9,,26.51,3,"M",,,,"","**********",84,,""
"scs",26,8,2003,"GP224",2526,"12",1,50,1,100.62,,23.87,3,"M",,,,"","**********",90,,""
"scs",26,8,2003,"GP224",2526,"12",1,51,1,109.36,,20.01,3,"M",,,,"","**********",68,,""
"scs",26,8,2003,"GP224",2526,"12",1,52,1,101.77,,19.62,1," ",,,,"","******1***",61,,""
"scs",26,8,2003,"GP224",2526,"12",1,53,1,108.77,,27.73,1," ",,,,"","**********",51,,""
"scs",26,8,2003,"GP224",2526,"12",1,54,1,101.53,,24.14,3,"M",,,,"","***1******",83,,""
"scs",26,8,2003,"GP224",2526,"12",1,55,1,104.01,,23.32,3,"M",,,,"","***1*****1",84,,""
"scs",26,8,2003,"GP224",2526,"12",1,56,1,106.86,,24.14,4," ",,,,"","**********",84,,""
"scs",26,8,2003,"GP224",2526,"12",1,57,1,120.59,,34.18,3,"M",,,,"","**********",80,,""
"scs",26,8,2003,"GP224",2526,"12",1,58,1,120.84,,31.63,3,"M",,,,"","**********",77,,""
"scs",26,8,2003,"GP224",2526,"12",1,59,1,105.11,,21.08,1," ",,,,"","**********",67,,""
"scs",26,8,2003,"GP224",2526,"12",1,60,1,94.37,,23.64,4," ",,,,"","**********",79,,""
"scs",26,8,2003,"GP224",2526,"12",1,61,1,94.43,,22.94,3,"M",,,,"","*1*******1",86,,""
"scs",26,8,2003,"GP224",2526,"12",1,62,1,82.77,,18.8,4," ",,,,"","********1*",79,,""
"scs",26,8,2003,"GP224",2526,"12",1,63,1,93.83,,21.94,3,"M",,,,"","**********",82,,""
"scs",26,8,2003,"GP224",2526,"12",1,64,1,98.16,,22.04,4," ",,,,"","**********",68,,""
"scs",26,8,2003,"GP224",2526,"12",1,65,1,112.43,,29.39,1," ",,,,"","**********",60,,""
"scs",26,8,2003,"GP224",2526,"12",1,66,1,108.95,,28.89,2," ",,,,"","**********",73,,""
"scs",26,8,2003,"GP224",2526,"12",1,67,1,108.08,,28.45,1," ",,,,"","**********",64,,""
"scs",26,8,2003,"GP224",2526,"12",1,68,1,116.75,,22.72,3,"M",,,,"","**********",70,,""
"scs",26,8,2003,"GP224",2526,"12",1,69,1,102.4,,19.07,1," ",,,,"","**********",64,,""
"scs",26,8,2003,"GP224",2526,"12",1,70,1,95.61,,17.05,3,"M",,,,"","**********",62,,""
"scs",26,8,2003,"GP224",2526,"12",1,71,1,95.04,,17.41,1," ",,,,"","**********",59,,""
"scs",26,8,2003,"GP224",2526,"12",1,72,1,83.66,,18.85,4," ",,,,"","******1***",82,,""
"scs",26,8,2003,"GP224",2526,"12",1,73,1,96.44,,23.22,4," ",,,,"","**********",75,,""
"scs",26,8,2003,"GP224",2526,"12",1,74,1,98.87,,19.81,3,"M",,,,"","**********",63,,""
"scs",26,8,2003,"GP225",2526,"12",2,1,1,86.51,,14.56,1," ",,,,"","**********",61,,""
"scs",26,8,2003,"GP225",2526,"12",2,2,1,79.06,,15.81,4," ",,,,"","*1****11**",77,,""
"scs",26,8,2003,"GP225",2526,"12",2,3,1,103.1,,19.74,1," ",,,,"","**********",63,,""
"scs",26,8,2003,"GP225",2526,"12",2,4,1,125.16,,30.94,1," ",,,,"","**********",65,,""
"scs",26,8,2003,"GP225",2526,"12",2,5,1,130.29,,37.82,1," ",,,,"","**********",55,,""
"scs",26,8,2003,"GP225",2526,"12",2,6,1,89.74,,20.62,4," ",,,,"","********1*",70,,""
"scs",26,8,2003,"GP225",2526,"12",2,7,1,107.03,,20.87,1," ",,,,"","*1****11*1",70,,""
"scs",26,8,2003,"GP225",2526,"12",2,8,1,103.34,,19.75,1," ",,,,"","**********",66,,""
"scs",26,8,2003,"GP225",2526,"12",2,9,1,96.49,,23.19,3,"M",,,,"","*1********",77,,""
"scs",26,8,2003,"GP225",2526,"12",2,10,1,102.15,,21.2,1," ",,,,"","**********",56,,""
"scs",26,8,2003,"GP225",2526,"12",2,11,1,96.2,,17.78,1," ",,,,"","**********",64,,""
"scs",26,8,2003,"GP225",2526,"12",2,12,1,93.98,,22.65,4," ",,,,"","**1****1*1",80,,""
"scs",26,8,2003,"GP225",2526,"12",2,13,1,134.85,,35.16,1," ",,,,"","**********",62,,""
"scs",26,8,2003,"GP225",2526,"12",2,14,1,87.79,,18.25,4," ",,,,"","**1******1",75,,""
"scs",26,8,2003,"GP225",2526,"12",2,15,1,101.27,,18.3,5," ",,,,"","**********",45,,""
"scs",26,8,2003,"GP225",2526,"12",2,16,1,69.47,,14.74,3,"M",,,,"","**********",66,,""
"scs",26,8,2003,"GP225",2526,"12",2,17,1,92.19,,22.07,4," ",,,,"","*********1",76,,""
"scs",26,8,2003,"GP225",2526,"12",2,18,1,65.16,,13.37,3,"M",,,,"","***12*1***",74,,""
"scs",26,8,2003,"GP225",2526,"12",2,19,1,79.61,,16.87,3,"M",,,,"","**1*1*****",75,,""
"scs",26,8,2003,"GP225",2526,"12",2,20,1,94.05,,22.63,4," ",,,,"","1***1***1*",68,,""
"scs",26,8,2003,"GP225",2526,"12",2,21,1,94.13,,21.7,4," ",,,,"","**********",81,,""
"scs",26,8,2003,"GP225",2526,"12",2,22,1,93.92,,20.51,4," ",,,,"","******1*1*",68,,""
"scs",26,8,2003,"GP225",2526,"12",2,23,1,92.88,,16.37,1," ",,,,"","**********",66,,""
"scs",26,8,2003,"GP225",2526,"12",2,24,1,119.24,,31.6,1," ",,,,"","**********",65,,""
"scs",26,8,2003,"GP225",2526,"12",2,25,1,115.91,,28.52,3,"M",,,,"","**********",78,,""
"scs",26,8,2003,"GP225",2526,"12",2,26,1,86.47,,19.91,3,"M",,,,"","****1*****",75,,""
"scs",26,8,2003,"GP225",2526,"12",2,27,1,77.54,,16.43,4," ",,,,"","****1*****",76,,""
"scs",26,8,2003,"GP225",2526,"12",2,28,1,66.24,,14.17,3,"M",,,,"","********1*",72,,""
"scs",26,8,2003,"GP225",2526,"12",2,29,1,87.49,,20.82,4," ",,,,"","******1***",72,,""
"scs",26,8,2003,"GP225",2526,"12",2,30,1,61.12,,9.47,1," ",,,,"","**********",55,,""
"scs",26,8,2003,"GP225",2526,"12",2,31,1,76.59,,15.28,4," ",,,,"","*****1****",77,,""
"scs",26,8,2003,"GP225",2526,"12",2,32,1,91.13,,20.45,4," ",,,,"","**********",76,,""
"scs",26,8,2003,"GP225",2526,"12",2,33,1,80.56,,17.17,3,"M",,,,"","**1*******",70,,""
"scs",26,8,2003,"GP225",2526,"12",2,34,1,77.76,,14.68,3,"M",,,,"","1*********",80,,""
"scs",26,8,2003,"GP225",2526,"12",2,35,1,74.9,,15.7,5," ",,,,"","*1********",68,,""
"scs",26,8,2003,"GP225",2526,"12",2,36,1,92.66,,20.66,3,"M",,,,"","**********",80,,""
"scs",26,8,2003,"GP225",2526,"12",2,37,1,67.93,,14.54,3," ",,,,"","*******1*1",75,,""
"scs",26,8,2003,"GP225",2526,"12",2,38,1,62.38,,12.82,3,"M",,,,"","*****1**1*",66,,""
"scs",26,8,2003,"GP225",2526,"12",2,39,1,58.92,,9.84,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,40,1,50.11,,7.7,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,41,1,40,,6.28,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,42,1,38.65,,5.45,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,43,1,41.03,,5.94,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,44,1,40.42,,4.79,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,45,1,37.94,,5.32,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,46,1,36.01,,4.02,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,47,1,47.87,,6.94,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,48,1,41.49,,5.84,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,49,1,36.88,,4.75,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,50,1,43.79,,6.18,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,51,1,39.86,,5.93,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,52,1,41.11,,5.91,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,53,1,63.52,,9.67,1," ",,,,"","**********",62,,""
"scs",26,8,2003,"GP225",2526,"12",2,54,1,41.97,,6.04,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,55,1,34.82,,4.87,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,56,1,41.23,,5.81,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,57,1,36.87,,5.18,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,58,1,44.86,,6.42,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,59,1,36.03,,5.19,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,60,1,57.81,,9.13,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,61,1,62.23,,10.44,1," ",,,,"","*****2****",60,,""
"scs",26,8,2003,"GP225",2526,"12",2,62,1,44.64,,6.11,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,63,1,37.68,,5.57,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,64,1,38.11,,5.8,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,65,1,36.92,,5.23,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,66,1,51.35,,8.08,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,67,1,37.05,,5.46,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,68,1,40.33,,5.7,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,69,1,37.06,,5.38,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,70,1,36.31,,5.13,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,71,1,36.62,,4.95,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,72,1,35,,5.2,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,73,1,36.42,,4.92,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,74,1,37.22,,5.64,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,75,1,37.06,,5.59,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,76,1,37.08,,5.55,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,77,1,37.32,,5.38,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,78,1,35.77,,5.09,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,79,1,39.14,,,1," ",,,,"","1****1****",,,""
"scs",26,8,2003,"GP225",2526,"12",2,80,1,36.51,,5.32,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,81,1,35.66,,5.24,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,82,1,35.15,,4.72,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,83,1,34.89,,4.98,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,84,1,37.41,,5.48,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,85,1,37.52,,5.16,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,86,1,31.65,,4.75,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,87,1,39.58,,5.51,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,88,1,36.81,,5.19,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,89,1,37.02,,5.06,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,90,1,19.15,,3.22,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,91,1,37.25,,5.14,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,92,1,43.88,,5.9,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,93,1,45.11,,6.37,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,94,1,48.92,,7.09,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,95,1,35.67,,5.07,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,96,1,17.94,,2.2,1," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,97,1,64.91,,,3,"M",,,,"","1*2**1****",,,""
"scs",26,8,2003,"GP225",2526,"12",2,98,1,56.57,,10.36,3,"M",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,99,1,55.58,,9.55,3,"M",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,100,1,53.19,,9.71,3,"M",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,101,1,84.16,,18.36,3,"M",,,,"","*1*******1",81,,""
"scs",26,8,2003,"GP225",2526,"12",2,102,1,71.37,,15.49,3,"M",,,,"","******1***",75,,""
"scs",26,8,2003,"GP225",2526,"12",2,103,1,61.64,,11.98,4," ",,,,"","**********",63,,""
"scs",26,8,2003,"GP225",2526,"12",2,104,1,61.01,,11.04,4," ",,,,"","*1********",69,,""
"scs",26,8,2003,"GP225",2526,"12",2,105,1,59.03,,11.9,3,"M",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,106,1,58.05,,11.9,3,"M",,,,"","**2*******",,,""
"scs",26,8,2003,"GP225",2526,"12",2,107,1,53.91,,10.35,3,"M",,,,"","***1221***",,,""
"scs",26,8,2003,"GP225",2526,"12",2,108,1,50.37,,8.52,4," ",,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,109,2,80.79,55.83,,4," ",,1,4,"","*11*****1*",,,""
"scs",26,8,2003,"GP225",2526,"12",2,110,2,59.27,42.53,,2," ",,1,4,"","*1********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,111,2,81.06,54.64,,5," ",,1,1,"","1*********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,112,2,64.2,45.85,,5," ",,1,4,"","**1***1*1*",,,""
"scs",26,8,2003,"GP225",2526,"12",2,113,2,73.89,55.33,,4," ",,1,4,"","*1********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,114,2,78.73,55.12,,3," ",,1,4,"","*****1****",,,""
"scs",26,8,2003,"GP225",2526,"12",2,115,2,62.77,44.1,,2," ",,1,4,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,116,2,67.7,48.82,,4," ",,1,4,"","*11***1***",,,""
"scs",26,8,2003,"GP225",2526,"12",2,117,2,50.46,25.7,,1," ",3,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,118,2,43.49,21.62,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,119,2,40.99,18.64,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,120,2,41.7,19.3,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,121,2,44.76,21.88,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,122,2,44.42,23.02,,1," ",1,,,"","******1***",,,""
"scs",26,8,2003,"GP225",2526,"12",2,123,2,40.59,19.24,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,124,2,40.59,19.66,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,125,2,39.57,17.59,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,126,2,40.72,19.06,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,127,2,37.77,16.8,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,128,2,42.29,19.5,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,129,2,41.06,18.27,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,130,2,39.6,17.81,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,131,2,42.53,19.83,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,132,2,39.72,19.21,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,133,2,38.22,18.36,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,134,2,38.91,17.08,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,135,2,43.87,21.05,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,136,2,37.17,18.01,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,137,2,36.63,16.67,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,138,2,38.96,18.32,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,139,2,39.49,18.37,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,140,2,37.51,17.5,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,141,2,41.28,18.82,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,142,2,38.31,18.12,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,143,2,36.58,17.47,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,144,2,38.23,18,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,145,2,43.72,21.08,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,146,2,39.04,18.18,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,147,2,40.87,19.45,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,148,2,39.48,18.57,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,149,2,44.27,21.03,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,150,2,43.15,20.22,,1," ",1,,,"","**1*******",,,""
"scs",26,8,2003,"GP225",2526,"12",2,151,2,39.95,17.87,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,152,2,40.99,18.92,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,153,2,29.72,11.78,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,154,2,39.95,18.2,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,155,2,38.05,17.87,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,156,2,41.89,19.62,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,157,2,39.52,17.24,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,158,2,37.08,18.33,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,159,2,45.01,21.48,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,160,2,40.53,18.61,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,161,2,35.93,16.48,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,162,2,38.06,17.8,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,163,2,39.57,17.88,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,164,2,38.96,17.91,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,165,2,41.89,19.12,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,166,2,43.41,21.5,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,167,2,37.96,18.17,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,168,2,42.54,19.87,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,169,2,37.66,18.38,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,170,2,41.44,18.96,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,171,2,38.48,17.86,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,172,2,43.46,21.01,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,173,2,38.77,16.8,,1," ",1,,,"","*******11*",,,""
"scs",26,8,2003,"GP225",2526,"12",2,174,2,38.72,17.43,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,175,2,43.77,21.02,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,176,2,38.28,18.53,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,177,2,35.68,16.04,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,178,2,36.63,16.65,,1," ",1,,,"","**********",,,""
"scs",26,8,2003,"GP225",2526,"12",2,179,2,37.89,18.55,,1," ",1,,,"","**********",,,""
